number,state,createdAt,mergedAt,closedAt,org,repo,title,additions,deletions,changedFiles,commits,comments,reviews,baseRef,headRef,url
62323,"MERGED","2025-11-19T19:06:42Z","2025-11-19T19:16:58Z","2025-11-19T19:16:58Z","ops","argo-apps","feat(integrations): no-resource-deletion",6,1,5,1,1,3,"master","aroethe/no-resource-deletion","https://git.taservs.net/ops/argo-apps/pull/62323"
185679,"MERGED","2025-11-18T23:19:09Z","2025-11-18T23:29:43Z","2025-11-18T23:29:43Z","ops","k8s-deploy","Update dalor.yaml",1,1,1,1,1,2,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/185679"
184752,"MERGED","2025-11-17T22:44:46Z","2025-11-17T22:46:31Z","2025-11-17T22:46:31Z","ops","k8s-deploy","Update dalor.yaml",1,1,1,1,1,2,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/184752"
16,"MERGED","2025-11-17T17:28:46Z","2025-11-17T17:33:26Z","2025-11-17T17:33:26Z","rcom","ibrsubmissionsvc","fix: staging build",2,2,1,7,5,1,"master","aroethe/staging","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/16"
586,"MERGED","2025-11-17T16:38:56Z","2025-12-01T16:25:04Z","2025-12-01T16:25:04Z","integrations","conductor","fix: revert readme to original state",478,111,1,2,0,2,"master","aroethe/readme-revert","https://git.taservs.net/integrations/conductor/pull/586"
15,"MERGED","2025-11-15T23:28:27Z","2025-11-17T17:23:59Z","2025-11-17T17:23:59Z","rcom","ibrsubmissionsvc","feat(ais): use template workflows actions",1226,8,2,5,5,1,"master","aroethe/template-workflows","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/15"
183508,"MERGED","2025-11-14T20:29:30Z","2025-11-14T20:38:55Z","2025-11-14T20:38:55Z","ops","k8s-deploy","Update export-integrations-consumer-dlq.yaml",1,0,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/183508"
183495,"MERGED","2025-11-14T20:11:03Z","2025-11-14T20:18:49Z","2025-11-14T20:18:49Z","ops","k8s-deploy","Update export-integrations-consumer-dlq.yaml",24,24,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/183495"
183474,"MERGED","2025-11-14T18:56:22Z","2025-11-14T18:59:34Z","2025-11-14T18:59:34Z","ops","k8s-deploy","Update export-integrations-consumer.yaml",6,0,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/183474"
17,"MERGED","2025-11-14T17:52:57Z","2025-11-14T17:54:52Z","2025-11-14T17:54:52Z","rcom","export-integrations-consumer","fix: add back workflow",40,0,1,1,5,1,"master","aroethe/add-stage","https://git.taservs.net/rcom/export-integrations-consumer/pull/17"
16,"MERGED","2025-11-14T17:07:27Z","2025-11-14T17:24:31Z","2025-11-14T17:24:31Z","rcom","export-integrations-consumer","fix(ais): use base templates",16,982,4,3,5,1,"master","aroethe/build-templates","https://git.taservs.net/rcom/export-integrations-consumer/pull/16"
14,"CLOSED","2025-11-14T16:10:01Z","","2025-11-14T21:11:43Z","rcom","ibrsubmissionsvc","fix(prerelease): first release is to big for GHA",61,0,1,1,5,0,"master","aroethe/post-step-prerelease","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/14"
182878,"MERGED","2025-11-13T23:35:54Z","2025-11-13T23:41:25Z","2025-11-13T23:41:26Z","ops","k8s-deploy","Update autodlq.yaml",1,0,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/182878"
113,"MERGED","2025-11-13T22:04:06Z","2025-11-13T22:54:11Z","2025-11-13T22:54:11Z","integrations","autoDLQ","fix(ais): branch-cut workflows",28,44,2,3,3,3,"master","aroethe/branch-cut-fix","https://git.taservs.net/integrations/autoDLQ/pull/113"
13,"MERGED","2025-11-13T20:34:01Z","2025-11-14T15:42:19Z","2025-11-14T15:42:19Z","rcom","ibrsubmissionsvc","feat(ais): branch-cut workflows",135,2,2,3,5,2,"master","aroethe/branch-cut","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/13"
15,"MERGED","2025-11-13T20:30:37Z","2025-11-14T15:44:09Z","2025-11-14T15:44:09Z","rcom","export-integrations-consumer","feat(ais): branch-cut workflows",135,2,2,3,6,1,"master","aroethe/branch-cut","https://git.taservs.net/rcom/export-integrations-consumer/pull/15"
112,"MERGED","2025-11-13T20:24:10Z","2025-11-13T21:13:56Z","2025-11-13T21:13:56Z","integrations","autoDLQ","feat(ais): branch-cut workflows",149,0,2,1,3,2,"master","aroethe/branch-cut","https://git.taservs.net/integrations/autoDLQ/pull/112"
181794,"CLOSED","2025-11-12T22:56:17Z","","2025-12-05T18:18:06Z","ops","k8s-deploy","Update conductor.yaml",18,0,1,4,0,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/181794"
581,"CLOSED","2025-11-12T22:45:41Z","","2025-12-01T16:22:54Z","integrations","conductor","fix: ais pod health testing",16,8,1,1,4,0,"master","aroethe/build-fix","https://git.taservs.net/integrations/conductor/pull/581"
181759,"MERGED","2025-11-12T22:23:26Z","2025-11-12T22:29:59Z","2025-11-12T22:29:59Z","ops","k8s-deploy","Update conductor.yaml",11,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/181759"
181735,"MERGED","2025-11-12T21:58:18Z","2025-11-12T22:00:18Z","2025-11-12T22:00:18Z","ops","k8s-deploy","Update conductor.yaml",8,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/181735"
181719,"MERGED","2025-11-12T21:42:50Z","2025-11-12T21:46:27Z","2025-11-12T21:46:27Z","ops","k8s-deploy","Update conductor.yaml",1,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/181719"
181711,"MERGED","2025-11-12T21:35:21Z","2025-11-12T21:37:13Z","2025-11-12T21:37:13Z","ops","k8s-deploy","Update conductor.yaml",2,2,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/181711"
181709,"MERGED","2025-11-12T21:29:37Z","2025-11-12T21:31:18Z","2025-11-12T21:31:18Z","ops","k8s-deploy","Update conductor.yaml",5,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/181709"
181705,"MERGED","2025-11-12T21:12:10Z","2025-11-12T21:15:15Z","2025-11-12T21:15:15Z","ops","k8s-deploy","Update conductor.yaml",1,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/181705"
580,"MERGED","2025-11-12T20:27:51Z","2025-11-12T20:46:50Z","2025-11-12T20:46:50Z","integrations","conductor","fix: ais chart diff",8,4,3,1,3,2,"master","aroethe/ais-chart-workflow-fix","https://git.taservs.net/integrations/conductor/pull/580"
577,"MERGED","2025-11-12T04:08:30Z","2025-11-12T19:39:35Z","2025-11-12T19:39:35Z","integrations","conductor","feat(ais): Conductor charts + workflows",1136,485,25,8,2,8,"master","aroethe/ais-chart-workflow","https://git.taservs.net/integrations/conductor/pull/577"
110,"MERGED","2025-11-08T00:07:56Z","2025-11-11T18:48:53Z","2025-11-11T18:48:53Z","integrations","autoDLQ","fix: change cert path to match what data-platform needs",21,8,3,24,5,3,"master","aroethe/cert-name","https://git.taservs.net/integrations/autoDLQ/pull/110"
179505,"MERGED","2025-11-07T20:54:28Z","2025-11-07T20:56:27Z","2025-11-07T20:56:27Z","ops","k8s-deploy","Revert ""[ag1-main-va] migration(translator): (step-2) Deploy AIS application to the `ais-transition` namespace""",9,2,1,1,1,1,"master","revert-178719-ci_5048072/als-to-ais-migration-step-2_ag1-main-va-rms-data-platform-translator","https://git.taservs.net/ops/k8s-deploy/pull/179505"
179499,"MERGED","2025-11-07T20:41:58Z","2025-11-07T21:01:03Z","2025-11-07T21:01:03Z","ops","k8s-deploy","Update integrations-fasttrack.yaml",1,3,2,3,0,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179499"
179397,"MERGED","2025-11-07T17:57:32Z","2025-11-07T17:59:12Z","2025-11-07T17:59:13Z","ops","k8s-deploy","Update autodlq.yaml",0,28,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179397"
179382,"MERGED","2025-11-07T17:30:58Z","2025-11-07T17:35:27Z","2025-11-07T17:35:27Z","ops","k8s-deploy","Update autodlq.yaml",13,3,1,2,1,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179382"
179359,"MERGED","2025-11-07T16:49:04Z","2025-11-07T16:50:29Z","2025-11-07T16:50:29Z","ops","k8s-deploy","Update translator.yaml",1,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179359"
179351,"MERGED","2025-11-07T16:35:00Z","2025-11-07T16:41:00Z","2025-11-07T16:41:00Z","ops","k8s-deploy","Update translator.yaml",1,0,1,2,1,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179351"
179325,"MERGED","2025-11-07T15:54:28Z","2025-11-07T15:55:48Z","2025-11-07T15:55:48Z","ops","k8s-deploy","Update autodlq.yaml",9,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179325"
179010,"MERGED","2025-11-07T06:26:48Z","2025-11-07T15:38:48Z","2025-11-07T15:38:48Z","ops","k8s-deploy","Update autodlq.yaml",0,4,1,2,1,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179010"
179009,"MERGED","2025-11-07T06:22:10Z","2025-11-07T06:23:33Z","2025-11-07T06:23:33Z","ops","k8s-deploy","Update autodlq.yaml",4,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179009"
179003,"MERGED","2025-11-07T05:47:09Z","2025-11-07T05:47:59Z","2025-11-07T05:47:59Z","ops","k8s-deploy","fix: remove dup data config key Update autodlq.yaml",0,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/179003"
178794,"MERGED","2025-11-06T22:03:10Z","2025-11-06T22:04:55Z","2025-11-06T22:04:55Z","ops","k8s-deploy","Update autodlq.yaml",9,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/178794"
178725,"MERGED","2025-11-06T20:41:01Z","2025-11-06T20:42:17Z","2025-11-06T20:42:17Z","ops","k8s-deploy","Revert ""Update data.config casing autodlq.yaml""",1,0,1,1,0,1,"master","revert-178716-aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/178725"
109,"MERGED","2025-11-06T20:38:36Z","2025-11-07T20:29:48Z","2025-11-07T20:29:48Z","integrations","autoDLQ","fix(ais): config secret setup",21,13,3,8,5,5,"master","aroethe/environment-vars","https://git.taservs.net/integrations/autoDLQ/pull/109"
178716,"MERGED","2025-11-06T20:11:14Z","2025-11-06T20:20:25Z","2025-11-06T20:20:25Z","ops","k8s-deploy","Update data.config casing autodlq.yaml",0,1,1,3,1,3,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/178716"
178631,"MERGED","2025-11-06T17:39:35Z","2025-11-06T17:41:18Z","2025-11-06T17:41:18Z","ops","k8s-deploy","fix: Remove canary deployment ibrsubmissionsvc.yaml",1,4,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/178631"
178119,"MERGED","2025-11-05T22:56:19Z","2025-11-05T22:59:16Z","2025-11-05T22:59:16Z","ops","k8s-deploy","Update export-integrations-consumer-dlq.yaml",1,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/178119"
14,"MERGED","2025-11-05T22:20:32Z","2025-11-05T22:24:36Z","2025-11-05T22:24:36Z","rcom","export-integrations-consumer","fix: serviceName hardcoded",29,0,1,1,6,1,"master","aroethe/config-hardcoded-service","https://git.taservs.net/rcom/export-integrations-consumer/pull/14"
178080,"MERGED","2025-11-05T22:09:51Z","2025-11-05T22:11:35Z","2025-11-05T22:11:35Z","ops","k8s-deploy","Update export-integrations-consumer-dlq.yaml",24,24,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/178080"
13,"MERGED","2025-11-05T20:51:35Z","2025-11-05T20:56:46Z","2025-11-05T20:56:46Z","rcom","export-integrations-consumer","fix: add secret",9,6,1,2,7,3,"master","aroethe/add-secret","https://git.taservs.net/rcom/export-integrations-consumer/pull/13"
12,"MERGED","2025-11-05T20:19:59Z","2025-11-05T20:22:01Z","2025-11-05T20:22:01Z","rcom","export-integrations-consumer","fix: volumes",10,1,1,2,6,2,"master","aroethe/volumes","https://git.taservs.net/rcom/export-integrations-consumer/pull/12"
11,"MERGED","2025-11-05T19:22:13Z","2025-11-05T19:25:35Z","2025-11-05T19:25:35Z","rcom","export-integrations-consumer","fix: add secret volumes",16,5,1,1,6,1,"master","aroethe/secret-volumes","https://git.taservs.net/rcom/export-integrations-consumer/pull/11"
10,"MERGED","2025-11-05T17:05:05Z","2025-11-05T17:26:18Z","2025-11-05T17:26:18Z","rcom","export-integrations-consumer","fix: use required default cronJob tag in config map",5,1,1,1,6,1,"master","aroethe/default-cronJob-tag","https://git.taservs.net/rcom/export-integrations-consumer/pull/10"
9,"MERGED","2025-11-05T16:31:25Z","2025-11-05T16:36:34Z","2025-11-05T16:36:34Z","rcom","export-integrations-consumer","fix: declare new mount location",4,1,1,1,6,2,"master","aroethe/volumeMonunts","https://git.taservs.net/rcom/export-integrations-consumer/pull/9"
8,"MERGED","2025-11-05T00:22:26Z","2025-11-05T00:24:35Z","2025-11-05T00:24:35Z","rcom","export-integrations-consumer","fix: APP_BASE_PATH",2,2,1,1,1,1,"master","aroethe/APP_BASE_PATH","https://git.taservs.net/rcom/export-integrations-consumer/pull/8"
7,"MERGED","2025-11-04T23:56:13Z","2025-11-04T23:58:59Z","2025-11-04T23:58:59Z","rcom","export-integrations-consumer","fix: repository naming update",3,4,2,1,7,1,"master","aroethe/fix-repository-naming","https://git.taservs.net/rcom/export-integrations-consumer/pull/7"
6,"MERGED","2025-11-04T21:47:46Z","2025-11-04T21:58:27Z","2025-11-04T21:58:27Z","rcom","export-integrations-consumer","fix: image-tag-path",1,1,1,1,6,1,"master","aroethe/image-tag-path","https://git.taservs.net/rcom/export-integrations-consumer/pull/6"
5,"MERGED","2025-11-04T20:44:46Z","2025-11-04T21:01:49Z","2025-11-04T21:01:49Z","rcom","export-integrations-consumer","fix: build error",3,4,1,1,6,1,"master","aroethe/add-tag","https://git.taservs.net/rcom/export-integrations-consumer/pull/5"
4,"MERGED","2025-11-04T17:53:41Z","2025-11-04T18:37:00Z","2025-11-04T18:37:00Z","rcom","export-integrations-consumer","fix: values parsing issue",9,4,1,1,6,1,"master","aroethe/vales.yaml","https://git.taservs.net/rcom/export-integrations-consumer/pull/4"
61333,"MERGED","2025-11-04T16:35:53Z","2025-11-04T17:23:33Z","2025-11-04T17:23:33Z","ops","argo-apps","feat: export-integration-consumer-dlq no-resource-deletion",1,0,1,1,2,1,"master","aroethe-patch-1","https://git.taservs.net/ops/argo-apps/pull/61333"
176576,"MERGED","2025-11-04T04:02:36Z","2025-11-04T04:03:33Z","2025-11-04T04:03:33Z","ops","k8s-deploy","Update export-integrations-consumer.yaml",6,6,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/176576"
176501,"MERGED","2025-11-04T01:35:31Z","2025-11-04T01:38:48Z","2025-11-04T01:38:48Z","ops","k8s-deploy","Update export-integrations-consumer.yaml",6,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/176501"
3,"MERGED","2025-11-03T23:18:32Z","2025-11-03T23:56:46Z","2025-11-03T23:56:46Z","rcom","export-integrations-consumer","fix: presync secret variable group generation",6,0,1,1,6,1,"master","aroethe/secret-presync","https://git.taservs.net/rcom/export-integrations-consumer/pull/3"
2,"MERGED","2025-11-03T21:19:00Z","2025-11-03T22:01:14Z","2025-11-03T22:01:14Z","rcom","export-integrations-consumer","feat(charts+actions): export-integrations-consumer and dlq",3128,38,31,8,4,1,"master","aroethe/ais-migration","https://git.taservs.net/rcom/export-integrations-consumer/pull/2"
176353,"MERGED","2025-11-03T20:05:48Z","2025-11-03T20:12:44Z","2025-11-03T20:12:44Z","ops","k8s-deploy","Update ibrsubmissionsvc.yaml",1,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/176353"
795,"MERGED","2025-11-03T16:35:37Z","2025-11-21T19:37:46Z","2025-11-21T19:37:46Z","ops","terraform-integrations","fix: normalize casing in scope URL",3,3,1,1,0,1,"master","aroethe/appinsights-casing-fix","https://git.taservs.net/ops/terraform-integrations/pull/795"
12,"MERGED","2025-11-03T16:23:15Z","2025-11-03T17:08:02Z","2025-11-03T17:08:02Z","rcom","ibrsubmissionsvc","fix: records.rms.rms:9090",1,1,1,1,5,1,"master","aroethe/records-endpoint-fix","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/12"
11,"MERGED","2025-10-31T05:07:21Z","2025-10-31T15:03:28Z","2025-10-31T15:03:28Z","rcom","ibrsubmissionsvc","fix: pdb UnhealthyPodEvictionPolicy",1,0,1,1,3,1,"master","aroethe/pdb-missing-val","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/11"
10,"MERGED","2025-10-31T00:29:39Z","2025-10-31T00:32:18Z","2025-10-31T00:32:18Z","rcom","ibrsubmissionsvc","fix: service mysql.user",1,1,1,1,5,1,"master","aroethe/naming-fix","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/10"
9,"MERGED","2025-10-30T22:46:01Z","2025-10-30T23:17:15Z","2025-10-30T23:17:15Z","rcom","ibrsubmissionsvc","fix: command endpoint",2,3,1,1,5,1,"master","aroethe/docker-fix","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/9"
7,"MERGED","2025-10-30T16:13:30Z","2025-10-30T16:33:54Z","2025-10-30T16:33:54Z","rcom","ibrsubmissionsvc","fix(config): mysql-user-flyway",2,5,2,1,5,1,"master","aroethe/mysql-password-fix","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/7"
174862,"MERGED","2025-10-30T15:14:46Z","2025-10-30T15:19:52Z","2025-10-30T15:19:52Z","ops","k8s-deploy","fix(ais): Update ibrsubmissionsvc.yaml slack channel ",1,1,1,1,1,1,"master","aroethe/slack-channel","https://git.taservs.net/ops/k8s-deploy/pull/174862"
6,"MERGED","2025-10-30T03:41:58Z","2025-10-30T14:56:57Z","2025-10-30T14:56:57Z","rcom","ibrsubmissionsvc","fix(workflow): qa docker image generation",532,11,2,1,5,1,"master","aroethe/migrate-docker-build-qa","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/6"
5,"MERGED","2025-10-30T01:59:28Z","2025-10-30T03:17:18Z","2025-10-30T03:17:18Z","rcom","ibrsubmissionsvc","fix: migrate-docker-build",413,10,2,3,5,1,"master","aroethe/migrate-docker-build","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/5"
4,"MERGED","2025-10-29T17:33:27Z","2025-10-30T00:15:31Z","2025-10-30T00:15:31Z","rcom","ibrsubmissionsvc","fix: podLabels",1,1,1,4,3,2,"master","aroethe/add-owner-tag","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/4"
3,"MERGED","2025-10-29T04:44:39Z","2025-10-29T04:55:49Z","2025-10-29T04:55:49Z","rcom","ibrsubmissionsvc","fix(ais): flyway deployment path",1,1,1,1,4,1,"master","aroethe/ais-migration-ci-fix","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/3"
9,"MERGED","2025-10-22T20:23:15Z","2025-10-22T20:24:51Z","2025-10-22T20:24:51Z","axon-iac","terraform-azure-integrations","fix: sre group-name refactor",53,21,8,3,0,0,"main","aroethe/sre-refactor","https://git.taservs.net/axon-iac/terraform-azure-integrations/pull/9"
1,"MERGED","2025-10-20T20:51:17Z","2025-10-24T18:32:40Z","2025-10-24T18:32:40Z","rcom","export-integrations-consumer","refactor(split): remove zeke artifacts",1962,130,32,15,3,8,"master","aroethe/repo-init","https://git.taservs.net/rcom/export-integrations-consumer/pull/1"
2,"MERGED","2025-10-17T14:51:28Z","2025-10-28T18:39:29Z","2025-10-28T18:39:29Z","rcom","ibrsubmissionsvc","feat(ais): charts + workflows",880,154,24,34,3,4,"master","aroethe/ais-migration","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/2"
1,"MERGED","2025-10-14T16:04:35Z","2025-10-20T19:27:59Z","2025-10-20T19:27:59Z","rcom","ibrsubmissionsvc","refactor(init): repo",2855,15499,117,19,3,11,"master","aroethe/repo-init","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/1"
4382,"MERGED","2025-10-13T20:04:52Z","2025-10-25T00:40:44Z","2025-10-25T00:40:44Z","integrations","translator","feat(migration): ais charts and workflow",1117,0,13,74,71,36,"master","aroethe/ais-migration","https://git.taservs.net/integrations/translator/pull/4382"
5,"CLOSED","2025-10-01T18:44:52Z","","2025-10-09T20:20:35Z","axon-iac","terraform-azure-integrations","feat(main): add warehouse",2710,33,4,17,0,0,"main","aroethe/warehouse","https://git.taservs.net/axon-iac/terraform-azure-integrations/pull/5"
57403,"MERGED","2025-09-09T15:58:58Z","2025-09-09T16:22:36Z","2025-09-09T16:22:36Z","ops","argo-apps","Revert ""Rollback test: Revert data-platform/base to rms/data-platform/2025-08…""",8,8,5,2,1,1,"master","revert-57107-data-platform/rollbackTest/US2/2025-09-05-13-16","https://git.taservs.net/ops/argo-apps/pull/57403"
102,"MERGED","2025-09-05T20:49:46Z","2025-12-03T19:59:27Z","2025-12-03T19:59:27Z","integrations","autoDLQ","fix(API Migration): Jira JQL search from deprecated /search to /rest/api/3/search/jql endpoint",7,11,1,1,1,4,"master","aroethe/jira-api-migration","https://git.taservs.net/integrations/autoDLQ/pull/102"
57117,"MERGED","2025-09-05T20:01:38Z","2025-09-12T17:41:43Z","2025-09-12T17:41:43Z","ops","argo-apps","feat(integrations): Add Rollback Testing Script for Data Platform",230,0,1,5,1,2,"master","aroethe/rms-integrations-rollback-script","https://git.taservs.net/ops/argo-apps/pull/57117"
57107,"MERGED","2025-09-05T19:17:36Z","2025-09-05T20:00:13Z","2025-09-05T20:00:13Z","ops","argo-apps","Rollback test: Revert data-platform/base to rms/data-platform/2025-08…",8,8,5,2,1,1,"master","data-platform/rollbackTest/US2/2025-09-05-13-16","https://git.taservs.net/ops/argo-apps/pull/57107"
13855,"MERGED","2025-09-05T16:37:36Z","2025-09-09T21:38:43Z","2025-09-09T21:38:43Z","rcom","zeke","feat(ibrsubmissionsvc): showOnlyLatestSubmission",636,7,6,8,2,8,"master","aroethe/ListSubmissions-return-latest","https://git.taservs.net/rcom/zeke/pull/13855"
56911,"MERGED","2025-09-03T21:55:06Z","2025-09-03T22:09:48Z","2025-09-03T22:09:48Z","ops","argo-apps","fix(script): fix rollback PR gen",2,0,1,2,2,1,"master","aroethe/integrations-promoteToProd-fix","https://git.taservs.net/ops/argo-apps/pull/56911"
145102,"CLOSED","2025-09-03T21:45:45Z","","2025-09-09T22:09:36Z","ops","k8s-deploy","Data platform/promote to prod/ca1/2025 09 03 15 42 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/ca1/2025-09-03-15-42-revert","https://git.taservs.net/ops/k8s-deploy/pull/145102"
145101,"MERGED","2025-09-03T21:45:40Z","2025-09-09T22:07:06Z","2025-09-09T22:07:06Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/ca1/2025-09-03-15-42",2,2,1,1,1,1,"master","data-platform/promoteToProd/ca1/2025-09-03-15-42","https://git.taservs.net/ops/k8s-deploy/pull/145101"
145100,"CLOSED","2025-09-03T21:44:46Z","","2025-09-09T22:09:25Z","ops","k8s-deploy","Data platform/promote to prod/us3/2025 09 03 15 42 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us3/2025-09-03-15-42-revert","https://git.taservs.net/ops/k8s-deploy/pull/145100"
145099,"MERGED","2025-09-03T21:44:40Z","2025-09-09T22:06:23Z","2025-09-09T22:06:23Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us3/2025-09-03-15-42",2,2,1,1,1,1,"master","data-platform/promoteToProd/us3/2025-09-03-15-42","https://git.taservs.net/ops/k8s-deploy/pull/145099"
145097,"CLOSED","2025-09-03T21:43:47Z","","2025-09-09T22:09:05Z","ops","k8s-deploy","Data platform/promote to prod/us1/2025 09 03 15 42 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us1/2025-09-03-15-42-revert","https://git.taservs.net/ops/k8s-deploy/pull/145097"
145096,"MERGED","2025-09-03T21:42:52Z","2025-09-09T22:03:29Z","2025-09-09T22:03:29Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2025-09-03-15-42",2,2,1,2,1,1,"master","data-platform/promoteToProd/us1/2025-09-03-15-42","https://git.taservs.net/ops/k8s-deploy/pull/145096"
145093,"CLOSED","2025-09-03T21:35:01Z","","2025-09-03T21:40:41Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2025-09-03-15-31",2,2,1,1,1,0,"master","data-platform/promoteToProd/us1/2025-09-03-15-31-revert","https://git.taservs.net/ops/k8s-deploy/pull/145093"
145092,"CLOSED","2025-09-03T21:32:22Z","","2025-09-03T21:40:50Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2025-09-03-15-31",2,2,1,1,1,0,"master","data-platform/promoteToProd/us1/2025-09-03-15-31","https://git.taservs.net/ops/k8s-deploy/pull/145092"
56766,"MERGED","2025-08-29T18:20:19Z","2025-08-29T18:47:03Z","2025-08-29T18:47:03Z","ops","argo-apps","Difference from master data-platform-promoteToStaging-2025-08-29-12-1…",11,11,8,5,1,1,"master","data-platform-promoteToStaging-2025-08-29-12-18-23","https://git.taservs.net/ops/argo-apps/pull/56766"
13808,"MERGED","2025-08-27T21:37:07Z","2025-08-28T21:14:23Z","2025-08-28T21:14:23Z","rcom","zeke","feat(ibrSubmission): Add DocumentIDs Filtering to ListIBRDocuments",428,8,7,33,2,7,"master","aroethe/documentIDs-filter","https://git.taservs.net/rcom/zeke/pull/13808"
1637,"MERGED","2025-08-26T16:30:12Z","2025-08-26T18:56:29Z","2025-08-26T18:56:29Z","rcom","service-proto","feat(listibrdocuments): filter by docIDs",1,0,1,2,1,2,"master","aroethe/ListIBRDocuments-filter","https://git.taservs.net/rcom/service-proto/pull/1637"
6873,"CLOSED","2025-08-18T22:01:44Z","","2025-10-01T08:01:10Z","rcom","hermes","feat(integrations): Enhanced IBR Submissions with Document Field Resolution",495,7,12,15,3,3,"master","aroethe/IbrDocument-update","https://git.taservs.net/rcom/hermes/pull/6873"
1622,"MERGED","2025-08-15T20:32:57Z","2025-08-18T20:49:09Z","2025-08-18T20:49:09Z","rcom","service-proto","feat(IbrDocument): extend field for documents",5,0,1,3,2,2,"master","aroethe/IbrDocument-update","https://git.taservs.net/rcom/service-proto/pull/1622"
13724,"MERGED","2025-08-15T16:21:34Z","2025-08-27T21:10:37Z","2025-08-27T21:10:37Z","rcom","zeke","feat(ibrsubmissionsvc): Enhance IBR Document Storage with Records Service Integration",848,8,8,27,4,13,"master","aroethe/IBRSubmission-store-document","https://git.taservs.net/rcom/zeke/pull/13724"
13707,"MERGED","2025-08-14T16:29:12Z","2025-08-19T14:19:01Z","2025-08-19T14:19:01Z","rcom","zeke","feat(compliance-api): BatchGetDocument",185,0,2,6,2,4,"master","aroethe/IBRSubmission-getBatchDocument","https://git.taservs.net/rcom/zeke/pull/13707"
